Date,Close,High,Low,Open,Volume,MA_7,MA_21,Daily_Return,Close_Scaled
2020-02-17,678.3485107421875,681.7855795888685,673.063996412212,679.0788668939038,2929629,671.8549891880581,669.2096673874628,0.0038145462519829643,0.15168351613921321
2020-02-18,685.3946533203125,686.5975961967343,673.3649098829785,674.5248998790851,5083346,674.3530011858259,670.4044596354166,0.01038720136706095,0.15641291569670357
2020-02-19,687.8004760742188,691.5812204812013,684.1056374134477,687.4137953252462,3985192,677.697998046875,671.957275390625,0.003510127693951981,0.15802771371442298
2020-02-20,684.8361206054688,692.655432999293,682.1294073061725,690.2065418774689,4564569,680.5765468052456,673.0538678850446,-0.004309906101940708,0.1560380262667584
2020-02-24,683.847900390625,697.3813611703688,680.6686531479877,687.4997866327781,6627536,682.3932756696429,673.5244169689361,-0.0014430024718469214,0.15537472883912828
2020-02-25,686.0389404296875,692.5693500474658,683.4611388786424,686.5544797616938,6996695,683.148193359375,674.1647687639509,0.0032039873746938508,0.15684536382505038
2020-02-26,672.591552734375,688.6598634932111,670.6582010976425,682.2153580374362,8760569,682.6940220424107,674.3550385974702,-0.01960149330137151,0.1478194225088677
2020-02-27,668.381103515625,670.8729998695887,663.5262743370657,668.5100145994749,5223386,681.2701067243304,674.3489060174851,-0.006260038803093337,0.14499335186791695
2020-02-28,628.7257690429688,650.293353011743,620.433820266428,644.4503470211849,14123957,673.1745518275669,671.9756847563244,-0.05933042431043112,0.1183765300781684
2020-03-02,636.7598876953125,658.1127070580095,630.4872482191662,633.2798663543789,9821523,665.883039202009,670.3532976422991,0.012778414768291002,0.12376906319510833
2020-03-03,641.8726196289062,652.183826369933,636.9318330654977,648.7467574562573,7826587,659.7453962053571,669.1687331426712,0.00802929335278768,0.12720074966415212
2020-03-04,651.9689331054688,654.33191770651,640.6265965313702,647.8015085145611,11013444,655.1912580217634,668.8147902715774,0.015729465890599315,0.13397743633475384
2020-03-05,648.403076171875,664.6862018093927,645.954185373142,656.2653928549879,7755293,649.8147059849331,667.4542846679688,-0.005469366334081016,0.1315840186573755
2020-03-06,634.95556640625,639.2948556767816,626.4917522394582,636.7170538393751,9216022,644.4381365094866,665.5884486607143,-0.02073942931458339,0.1225579954071026
2020-03-09,605.310791015625,623.6990776734783,598.9092398708025,622.5390879288327,10308654,635.4280918666294,662.851062593006,-0.04668795260495129,0.10266030158955408
2020-03-11,589.4573364257812,598.0070560948201,574.8927459768876,593.4529501363179,16165009,629.8183157784598,659.1152895972842,-0.026190602951657094,0.09201939838747153
2020-03-12,542.3694458007812,575.7090013606237,539.1901467967035,573.9904670282039,13965574,616.333966936384,653.3050013950893,-0.07988345842045319,0.06041381467754181
2020-03-13,551.9501953125,573.1311500986957,489.7822422132782,508.6861182285275,16903113,603.4879063197544,647.9366164434524,0.01766461880531134,0.0668444527179668
2020-03-16,501.0817260742187,534.593149376533,498.3750132139041,534.464238308704,19140152,581.9325910295759,639.8390415736607,-0.09216133932062631,0.03270132926590652
2020-03-17,476.8504333496094,508.6862786438769,472.59704941576393,505.3351149516307,16059887,557.425070626395,630.1293233235677,-0.04835796530528491,0.016437187032258715
2020-03-18,459.10650634765625,496.65649771972056,453.69313286507344,488.0638247487911,15390183,532.3037763323102,619.8119782947358,-0.03721067605477868,0.0045273910579755605
2020-03-19,468.7732543945313,479.47114252601534,437.5818626010274,437.5818626010274,16583991,512.7984139578683,609.8322041829427,0.021055567527842767,0.011015751664982643
2020-03-20,502.8431396484375,530.5545048490333,470.8783916256263,472.1672923326308,21354894,500.4249572753906,601.1392749604724,0.07267881632434636,0.033883597221188944
2020-03-23,452.361328125,482.0060530911666,443.2960676461891,464.0043907747818,17146150,487.56665475027904,589.9278869628906,-0.10039276176409972,0.0
2020-03-24,506.79583740234375,516.5485526159521,448.5375256007715,448.5375256007715,20027097,481.1160321916853,581.4497782389323,0.12033413533152859,0.03653666403057382
2020-03-25,520.8878173828125,545.6347036910361,486.0874937615732,512.9825481945646,18339548,483.94547380719865,573.6897742861793,0.027806029451029612,0.04599525831032897
2020-03-26,552.5089111328125,559.2541389141585,525.9575287953459,528.4494251114769,14843813,494.7538277762277,567.3312014625186,0.06070614956763509,0.06721946504904736
2020-03-27,560.84375,579.9194936239911,551.8643966613668,571.4556796621503,13495283,509.2877197265625,562.0098775227865,0.015085437898365361,0.07281384279732156
2020-03-30,538.5028076171875,570.1238326064855,533.6908794466455,537.1279485203846,14624804,519.2490844726562,555.825196765718,-0.03983452143812338,0.05781851140178412
2020-03-31,551.219970703125,568.8349502813231,544.5176962795475,558.5237427233535,15175521,526.1600603376116,552.1344444638207,0.02361577861071784,0.06635432299008298
2020-04-01,517.9663696289062,547.7829584028392,510.4048271235866,545.0762451595822,13083824,535.532209123884,546.4776102701823,-0.06032727920180603,0.04403437069538774
2020-04-03,503.27288818359375,520.7160045806065,500.2224996359624,518.567836244878,10221655,535.0289306640625,539.8776230585007,-0.02836763602208292,0.0341720461859189
2020-04-07,549.0718383789062,553.5829919806109,526.6449814514958,528.4494219139708,15145605,539.0552193777902,534.977761404855,0.09100222020822435,0.0649124878368843
2020-04-08,542.7132568359375,563.3786793044334,538.2021030858991,541.3384500046095,11806896,537.6558401925223,529.9449128650483,-0.011580600385082573,0.06064458204273482
2020-04-09,546.7089233398438,560.9297893635475,543.1429423901444,555.77418458549,11931114,535.6365792410714,525.742691766648,0.007362389721602414,0.06332648965188825
2020-04-13,547.6969604492188,559.9844715077093,537.9442457955366,540.4790946458554,8330276,536.9500296456473,522.9991760253906,0.001807245258297785,0.06398966417838292
2020-04-15,549.11474609375,561.3593048627127,546.1502634816354,559.7267284941587,11963447,536.6492832728794,521.0781002952939,0.0025886315735044185,0.06494128766960766
2020-04-16,536.0538330078125,545.54877772377,518.5677660985184,532.7027223246884,17783287,539.2332066127232,520.7773568289621,-0.023785398550756898,0.05617474968316083
2020-04-17,540.2643432617188,555.0867049655194,537.9013580625622,553.3681702752236,8878320,544.5177001953125,520.2208876836868,0.007854640699574755,0.059000861291156725
2020-04-20,561.359375,567.9757443874141,549.0718618208134,549.9311292102043,13322913,546.2730625697544,523.0912519182477,0.03904575973110669,0.07315993239454344
2020-04-21,544.0880126953125,555.5162562007505,539.4479487418822,539.4479487418822,11660575,546.4694562639509,526.2930414109003,-0.030767032802627603,0.06156732376714591
2020-04-22,551.5208740234375,554.2275878726558,539.6629919348031,544.0882409402158,8266728,547.1568777901786,530.6937255859375,0.013661137820890401,0.06655629052255269
2020-04-23,583.7003784179688,587.4382233576014,548.2985483749534,555.9890026749198,14451289,552.3002232142857,536.1664457775298,0.05834684761752773,0.08815530475712602
2020-04-24,565.3978271484375,580.0053697951296,562.6481615728995,574.46308577243,7319940,554.6263776506696,539.1452404203869,-0.03135607230397475,0.07587055790232994
2020-04-27,571.069091796875,585.1610981038692,568.0187030227356,568.0187030227356,7183306,559.6285574776786,544.7979910714286,0.010030573829829414,0.07967713380131897
2020-04-28,567.7180786132812,581.7241291358662,561.1446609025891,578.2870589489482,7296571,563.550519670759,547.6990501767114,-0.00586796454532279,0.0774279201227831
2020-04-29,581.3372192382812,586.0202360122314,565.3978230147335,572.2719606805662,8639056,566.4044974190848,550.5775931222098,0.023989267099378653,0.0865691427039495
2020-04-30,614.8057861328125,618.6724891902516,599.8545133325081,601.4871422683001,16253821,576.5070364815848,553.5441109793527,0.057571691243826884,0.1090333809315775
2020-05-04,578.888427734375,602.5182800042948,576.0098506269107,592.722611176012,9122740,580.4166870117188,554.4033813476562,-0.05842065772406135,0.08492550388646164
2020-05-05,578.888427734375,589.1136777947754,575.7091280307733,585.8055194551935,6393053,579.729265485491,556.3265061151413,0.0,0.08492550388646164
2020-05-06,572.1862182617188,585.5478166744891,570.5965420054357,581.6381602501834,7934250,580.6990356445312,557.3248988560268,-0.011577722323603878,0.08042695362825453
2020-05-07,571.3698120117188,579.4468933112533,569.2216437226646,571.8853514228857,4779548,580.7419956752232,559.867919921875,-0.001426819143739988,0.07987897843265329
2020-05-08,579.3179321289062,585.0750326135379,574.4200988077865,577.6423506709567,8400321,582.3991176060268,563.4891124906994,0.013910640622057269,0.08521378898301113
2020-05-11,586.793701171875,600.2412038897027,582.5832701293116,586.4499732496389,7370186,583.1786150251116,565.2853916713169,0.012904432313179726,0.09023155557114121
2020-05-12,590.875244140625,593.75376893075,580.4351243310009,583.0129265115975,7356039,579.7599661690848,567.5788196382068,0.0069556693614789555,0.0929711038127865
2020-05-13,596.4605102539062,601.401297999113,587.5241079626278,597.0190026186598,8287101,582.270263671875,569.9479428245908,0.009452530239957069,0.09671995714519344
2020-05-14,565.5269165039062,577.2129333273363,560.7579400034343,566.2572728882986,16888262,580.3614763532366,570.7969883510044,-0.05186193087088353,0.07595720320277077
2020-05-15,560.5000610351562,571.2409025100194,555.6881850326236,571.2409025100194,9255353,578.6920253208706,571.3391462053571,-0.008888799669918623,0.07258315736621879
2020-05-18,570.4675903320312,576.1816864987078,561.1015556379695,566.9875157564253,10435442,578.5631365094866,572.9778965541294,0.017783279592274326,0.07927340357160528
2020-05-19,574.5059204101562,579.8333865328302,562.8199096759988,570.5533130150583,5902208,577.8757062639509,574.6084478469122,0.007078982481326435,0.08198394714530155
2020-05-20,575.322509765625,578.2869929526294,566.8157934911394,574.4202894336297,5794636,576.2369646344866,575.2733590262277,0.0014213767455795168,0.08253204524203822
2020-05-21,577.5994873046875,583.8291752054804,571.7564801764948,572.7016532246166,7213225,574.3404279436384,576.8691435314361,0.003957741093756351,0.08406036182749727
2020-05-22,594.9137573242188,597.9211931934447,578.7165879781676,580.0054890649786,11867731,574.1194632393973,578.9354713076636,0.029976255866026813,0.09568177028761815
2020-05-26,584.7744750976562,601.0146515054303,583.4426209880404,595.4723657506804,7099606,576.8691144670759,578.9866187686011,-0.017043280814628692,0.08887624281724793
2020-05-27,606.1700439453125,609.392295877357,580.0053477680099,589.5002396386664,8774636,583.3933977399554,580.9281529017857,0.0365877269935273,0.10323703565083359
2020-05-28,607.8455810546875,610.0796545862388,592.8943122035278,607.5018532288321,9440091,588.7331107003348,582.6794142950149,0.002764137103294706,0.10436166297362409
2020-05-29,601.8359985351562,610.3714333238881,587.8570398812367,603.1424442628013,28290128,592.6374075753348,584.3040771484375,-0.0098866927832294,0.10032800674350334
2020-06-01,609.2828369140625,615.4667130203887,602.2715875606066,608.5860763672796,12276438,597.4888828822544,585.6348208472842,0.012373534313386836,0.10532635495224385
2020-06-02,616.7295532226562,619.8215177801701,607.5408941598197,610.1102484504172,7059304,603.0788922991071,585.7264288039435,0.012222100898673594,0.11032462122689413
2020-06-03,611.0247802734375,620.0392895204851,606.1909407313866,618.994122094236,11378568,605.3804670061384,587.2567313058036,-0.00925003985849071,0.10649555442013114
2020-06-04,616.4247436523438,617.9053930185396,607.4973630484067,611.4167008745254,10782424,609.9019339425223,589.0441749209449,0.00883755217994553,0.11012003180353647
2020-06-05,612.7666015625,619.8649781519487,610.1972475918731,615.7714374549481,7718679,610.8442993164062,590.976574125744,-0.005934450437808714,0.10766467195392809
2020-06-08,627.8342895507812,632.1455713743576,613.1585694852488,616.3376089004659,10719105,613.6998291015625,593.6653587704614,0.024589603855464714,0.11777816541706254
2020-06-09,625.003662109375,635.455228720966,622.7827148362952,627.0939966954599,10078029,617.0094953264509,595.8408697219122,-0.004508558211166802,0.11587823676526832
2020-06-10,623.4794311523438,626.6149328093912,617.6875536276282,622.7391331668896,7263049,619.037580217634,597.5878092447916,-0.0024387552416684777,0.11485516674734442
2020-06-11,613.1151123046875,621.3457326543191,609.8925349050078,620.1263618027355,8825715,618.5212315150669,598.6468505859375,-0.016623353281278952,0.10789859378159583
2020-06-12,602.7505493164062,605.4505692704912,588.3361075718079,588.5973861068697,9795316,617.3391985212054,598.9463762555804,-0.016904758633857653,0.10094185694766672
2020-06-15,598.831298828125,613.5070743997325,596.8280922223429,603.5780633492647,7857344,614.8258492606027,600.5322992234003,-0.006502276095353476,0.09831124007901065
2020-06-16,610.719970703125,620.1263713216243,608.9345051254461,611.4167312749723,10131760,614.5334734235491,602.9237234933036,0.01985312373996706,0.10629096499677343
2020-06-17,612.8536987304688,618.6455761010103,607.9327319999423,609.587584482618,7291916,612.3933890206473,604.9421096075149,0.00349379114766335,0.10772313192732247
2020-06-18,621.7811279296875,624.1326878506742,614.9004920943274,616.8166232398189,6670195,611.9330269949777,607.1933099655878,0.014566982654607541,0.11371525871672206
2020-06-19,614.508544921875,620.0391973657015,610.5456699641194,617.5133808909567,22438862,610.6514718191964,609.0593116396949,-0.011696371409707584,0.10883387142181533
2020-06-22,612.8972778320312,617.2520971243443,609.6747009238366,615.858523055155,7804096,610.6203526088169,610.7401588076636,-0.002622041797724073,0.1077523823975422
2020-06-23,627.6600952148438,631.0132846424152,602.7940357424677,605.9295373754688,12157390,614.1788591657366,612.2995082310268,0.024086935799473963,0.11766124547027379
2020-06-24,621.9989013671875,633.0165629999383,617.8618227695662,624.3940521342314,10220838,617.4885166713169,614.0720999581473,-0.009019521697836264,0.11386142913373049
2020-06-25,610.1102905273438,614.5521857256574,604.0135424421312,613.8989627165274,14945284,617.4014195033482,614.2597307477679,-0.01911355601064879,0.10588174518301285
2020-06-26,651.6552124023438,654.6164578202712,618.3843801884879,618.5585836035233,26030458,622.9444928850446,616.3459036690848,0.0680941176046892,0.13376686572280777
2020-06-29,637.3277587890625,648.6067505980112,635.8906472594941,640.5067979135447,8954428,625.1654401506696,618.0359874906994,-0.02198624877174349,0.12415022058295777
2020-06-30,640.9859008789062,643.5987926116884,630.795612489172,638.2423432957175,10411290,628.9479195731027,619.5456572033111,0.005739812897518126,0.1266055804325661
2020-07-01,637.45849609375,646.516488707229,635.5859024554995,642.118131668814,5477468,632.4566650390625,620.5327497209821,-0.0055030926270289715,0.12423797199361697
2020-07-02,658.9713134765625,666.6793764486785,640.5069199791261,642.205257180301,17263756,636.9296962193081,622.81591796875,0.033747793016549066,0.13867746252088908
2020-07-03,664.2842407226562,665.4164832691092,655.4003974607391,657.5778074190804,7796572,642.970458984375,625.0949416387649,0.008062456039344301,0.14224352089794517
2020-07-06,665.41650390625,674.9971080200835,663.2390938803788,666.4616713505532,8810958,650.8713466099331,627.6020798456101,0.0017044859928665446,0.1430035005520719
2020-07-07,691.6759643554688,694.1146525092771,666.7663662916871,670.1196090176614,19362533,656.5885968889509,630.6421595982143,0.03946319379676577,0.16062895721172388
2020-07-08,674.73583984375,683.6196835180527,672.5584297843338,683.6196835180527,8476642,661.9326084681919,633.0103585379464,-0.02449141705755853,0.14925867673822352
2020-07-09,680.8324584960938,688.0614478863074,674.9969900150484,679.351809305468,6854166,667.6249738420759,635.741455078125,0.009035563686309533,0.1533507519746935
2020-07-10,680.963134765625,687.974437005429,673.6906071353015,673.6906071353015,5206452,673.8399222237723,638.9723132905506,0.00019193601582956354,0.1534384624183076
2020-07-13,694.2017211914062,701.4307104643391,684.6211189079156,686.3195090355082,10804688,678.8728376116071,643.327130998884,0.019440973747187895,0.1623242554731153
2020-07-14,682.1824951171875,702.3453312701514,680.5276423938313,690.6308558322335,8961822,681.4297310965402,647.2962355840774,-0.01731373706995576,0.15425690204582865
2020-07-15,723.7273559570312,738.9692219455867,692.2419943797657,695.900052848901,30060599,689.7598528180804,652.6775396437872,0.060899922142838125,0.18214198161857842
2020-07-16,793.4480590820312,832.2059500031623,778.8594147465493,783.9545319521908,90432109,704.2987234933036,661.2772710890997,0.09633559178207918,0.22893880113383674
2020-07-17,786.6110229492188,801.1996674470666,777.0304205924231,793.4480679128025,31682878,720.2808925083706,669.1263137090774,-0.008616866667646161,0.224349754672947
2020-07-20,813.7416381835938,823.0609634278358,789.7465910986139,791.2707780679247,18421053,739.2679181780134,678.6136038643973,0.03449050984901647,0.242559933967678
2020-07-21,815.8754272460938,827.1544202989401,809.2996604819718,823.0608793675566,12877784,758.5411028180804,688.2792300269717,0.002622194763516106,0.24399214186527213
2020-07-22,799.457763671875,817.8350802061377,792.577127782306,817.7915426441868,14354201,773.5776803152902,696.4600713820685,-0.020122757747018993,0.23297253929804768
2020-07-23,790.7916870117188,797.6287323921299,784.4336611464684,797.4981197022231,13051307,789.093279157366,704.4978230794271,-0.010839943088867265,0.22715583339587636
2020-07-24,803.7689208984375,806.2947371801037,786.6980516963853,786.6980516963853,18209580,800.5277884347098,713.7196626209077,0.01641043286096977,0.23586620556345578
2020-07-27,826.065673828125,829.854345310317,800.110961740573,802.6367250088961,16827870,805.1874476841518,722.0249226888021,0.02774025263973212,0.25083187681832225
2020-07-28,838.6076049804688,842.7011461138305,819.7512676512282,823.9318839144705,15818463,812.6155308314732,731.6096772693452,0.015182728867333628,0.2592500720200653
2020-07-29,831.0301513671875,836.1252684580888,821.8414405248313,830.2462626642429,11152710,815.0853184291294,740.6594034830729,-0.009035755898561981,0.2541640543347558
2020-07-30,837.3883056640625,847.1431125977414,835.0366923522814,837.8673252077128,12492320,818.1585867745536,750.1798706054688,0.007650930939647305,0.25843167335958933
2020-07-31,841.35107421875,859.1622954797979,830.2898227560408,844.1817067148276,12704346,824.1433454241071,758.8646211170014,0.004732295074917348,0.26109149973142004
2020-08-03,833.4253540039062,840.8285469480918,825.1947347458402,836.125320755078,8479792,830.233869280134,766.9189598446801,-0.009420229506693523,0.25577172408662335
2020-08-04,827.2850341796875,845.4446632812084,819.1850805902475,836.5172833598572,11133170,833.5933140345982,774.6269850957962,-0.007367570226559206,0.2516503164458434
2020-08-05,822.7996215820312,836.9527852085158,817.2254312592177,829.1576475331221,9614176,833.1267351422991,780.8709687732514,-0.005421846657849727,0.24863968926660135
2020-08-06,845.5752563476562,848.6672206298584,820.8834517677973,830.4640543878988,10976491,834.1221139090402,789.0061790829614,0.027680657803212494,0.26392678795752406
2020-08-07,828.1995849609375,844.3559545021349,826.5447323047797,844.3559545021349,8010948,833.7177472795759,796.0236612955729,-0.02054893548064607,0.25226416665000667
2020-08-10,828.5914306640625,833.3381942396638,823.3221100464963,826.4576117765276,5716319,832.4610508510044,803.0535801478794,0.0004731295574647021,0.2525271750797136
2020-08-11,826.065673828125,837.8672233589381,824.0188768858094,827.3285820419939,6802442,830.2774222237723,809.3328159877232,-0.003048253629552078,0.25083187681832225
2020-08-12,831.7269287109375,835.0801182274267,820.6221397633403,825.6737193978155,6908726,830.0347900390625,816.4539794921875,0.006853274578735746,0.2546317341219107
2020-08-13,828.4609375,843.5286035237278,825.8915831609447,831.5963865229483,5097703,830.2027762276786,821.4412928989956,-0.003926759009714065,0.2524395875372349
2020-08-14,830.55126953125,838.7383525960615,829.2012859299846,832.5109385793716,4663873,831.3101545061384,823.2081124441964,0.002523150985920708,0.2538426268986996
2020-08-17,833.9478759765625,846.9687960035885,830.9865776597209,830.9865776597209,9008210,829.6491001674107,825.4622483026413,0.004089580703704687,0.2561224429599444
2020-08-18,842.701171875,844.1382836778998,834.993162065247,839.5221853053023,6141761,831.7207554408482,826.8412737165179,0.01049621463234418,0.2619976907696004
2020-08-19,835.5156860351562,846.1849941600091,833.9044240310892,845.6188995020971,6622744,832.7099347795759,827.7765241350446,-0.008526730565540985,0.25717476344808804
2020-08-20,831.9010620117188,840.9155157222955,828.5478196183715,835.1671761328566,5656501,833.5435616629464,829.3214431036087,-0.004326219224668693,0.25474861310165425
2020-08-21,826.3705444335938,839.130186936515,824.4108756425974,838.7817801099039,6513773,832.7783639090402,831.0156744094122,-0.0066480472626768705,0.2510365072087251
2020-08-24,825.1511840820312,829.1575965832683,818.009269782099,824.8027772734822,5798574,832.3055419921875,832.0338774181548,-0.001475561247646251,0.2502180675812041
2020-08-25,817.05126953125,826.2399818358764,813.1319317116385,825.2383520182071,6233918,830.376970563616,831.6046200706845,-0.009816279376478443,0.24478137198961863
2020-08-26,828.1124877929688,831.1173239607862,817.3125670377282,819.7947929558187,5153601,829.5433436802456,831.1048525855655,0.01353797328785089,0.2522057066766124
2020-08-27,824.8463745117188,836.9527943325807,823.2351125142904,836.1253679719745,6154280,826.992658342634,830.8103870210193,-0.003944045439955413,0.2500134781578463
2020-08-28,814.5689086914062,829.5930345133006,812.6527776648473,828.678533138633,7593610,824.000261579241,829.7237490699405,-0.01245985451096443,0.24311520129731162
2020-08-31,808.777099609375,827.8512313051073,796.5836043560646,814.5690311184657,12808355,820.6968383789062,828.172607421875,-0.0071102751654684715,0.23922771548419935
2020-09-01,796.191650390625,814.3512259843709,794.4061319130727,806.7302920513621,6907773,816.3855678013393,826.3995739164807,-0.01556108503174547,0.23078031077928168
2020-09-02,804.7705688476562,806.8609032772595,795.6254487471147,796.9318944757634,5678118,813.4740513392857,825.3274565197173,0.010774941501612512,0.23653851574101353
2020-09-03,814.8302001953125,826.8930811315855,804.7705785947608,806.9479881688808,8827948,813.156755719866,824.9479602632068,0.01249999905197896,0.24329058121749464
2020-09-04,800.5464477539062,809.5609023800091,796.4529070077833,796.9319264956519,8650342,809.21875,822.8037312825521,-0.01752972881709891,0.2337032684819546
2020-09-07,805.6851806640625,807.862590510276,795.2336134022373,800.3287843380291,6700385,806.4814365931919,821.7316167922247,0.006419031555975341,0.237152406912222
2020-09-08,818.0963134765625,829.1575647303735,806.120560834711,809.9528229438688,12891964,806.9853515625,821.2318493071057,0.01540444470167679,0.24548280973626074
2020-09-09,808.0368041992188,823.931896278589,806.5126172874983,814.3512928334891,5528947,806.8795950753348,820.3733317057291,-0.012296240811298986,0.23873082619386982
2020-09-10,818.7496337890625,820.4480240886459,805.4674338237209,814.6125551113331,5171884,810.1021641322544,819.755365280878,0.01325784857097001,0.24592132098728609
2020-09-11,823.6705932617188,831.0302490487492,810.867412951651,814.264193517794,6671903,812.8021676199777,819.5272536504837,0.006010334868649325,0.249224289000545
2020-09-14,852.1511840820312,863.1688465952603,825.9351362411305,833.5125335415748,21871587,818.1337367466518,820.5558210100446,0.034577646759889724,0.26834057739936606
2020-09-15,855.6785278320312,865.7381506406906,846.2721279740566,853.1091735941211,11608203,826.009748186384,821.5906139555432,0.004139340314124773,0.2707081448712701
2020-09-16,872.488037109375,875.8848173895886,855.2865010645434,858.7703564660283,10059251,835.5530133928571,823.0090361095611,0.01964465477465316,0.2819907558682015
2020-09-17,880.5445556640625,889.2541951859622,866.6091324290229,866.6091324290229,15628241,844.4741908482143,825.1532679966518,0.009233958761634575,0.2873983238907026
2020-09-18,872.83642578125,887.337941693032,870.179943565271,880.5444344331456,12897633,853.7312796456473,827.1025710332962,-0.008753821522409444,0.2822245957617789
2020-09-21,879.58642578125,897.963742011611,871.3993442120434,871.8348261431838,14140637,862.4222499302456,829.6366606212798,0.007733407773350187,0.28675522321631947
2020-09-22,877.49609375,890.5605517214641,863.2993933862256,878.8025395471465,12625762,870.1116071428571,832.1292753673736,-0.0023764941908844817,0.28535218385485467
2020-09-23,888.1654052734375,903.1895320113308,878.0186549374127,888.5138120847491,13486204,875.2564958844866,835.5156627836682,0.012158813696642179,0.2925134691450964
2020-09-24,849.5382080078125,878.8025737387143,844.8349816913309,873.5767903468092,14427432,874.3793073381696,836.5359351748511,-0.043490995073978245,0.26658673723049003
2020-09-25,880.9365234375,883.94135978413,849.1898759063474,849.8866364546939,13311078,875.5862339564732,839.2068946475074,0.03695927403114374,0.2876614142544997
2020-09-28,880.0219116210938,885.0299538514527,869.65742035015,883.8541207365016,8554526,875.5115705217634,842.3237043108259,-0.001038226696331468,0.28704752308329123
2020-09-29,878.8026733398438,895.3509892897515,874.5349284889927,886.6413493161158,8708463,876.3638916015625,845.6582554408482,-0.0013854635494291445,0.2862291653898604
2020-09-30,878.1494140625,891.8235588880676,875.3187811880114,878.8026370335358,8048817,876.1586042131696,849.5610060918899,-0.0007433514907971839,0.2857906951058801
2020-10-01,886.33642578125,894.0444349601498,881.1977175557054,888.9057267346052,5563358,877.4215087890625,853.4450945172991,0.009323028163140457,0.29128585067085994
2020-10-05,913.3798217773438,918.7798618809288,886.6848094840522,886.6848094840522,14212509,881.0235682896206,858.137933640253,0.030511434721027797,0.3094374880581063
2020-10-06,919.5200805664062,923.2216769125178,898.2685414567296,918.8668576817984,9090819,891.020978655134,863.8033447265625,0.006722568905796589,0.31355885473184114
2020-10-07,928.9266357421876,933.67334670302,901.8831627900908,910.0702451163668,9284008,897.876708984375,869.6719854445685,0.010229852914127813,0.3198725728254775
2020-10-08,952.5733032226562,978.9635554751948,947.9572577221348,949.3507788860876,21482613,908.241193498884,876.0756516229538,0.02545590423464983,0.3357443122173888
2020-10-09,963.98291015625,969.6441756419626,948.0006371530528,953.7925684906646,10567867,920.4097987583706,883.5016566685268,0.011977668169991684,0.34340248679796
2020-10-12,986.0182495117188,992.8988858617214,968.5989708123903,978.0924989672924,14633537,935.8196323939732,891.4668288457962,0.02285864108513813,0.35819269619855315
2020-10-13,1008.4019775390624,1015.5874292266124,989.023032078701,989.023032078701,17523825,953.257568359375,900.2635614304315,0.022701129556606192,0.3732167454927237
2020-10-14,990.2860107421876,1014.5859262009488,985.1473021755354,1012.0601094832206,16649573,964.2441667829241,906.8414103190104,-0.01796502505983333,0.361057234894877
2020-10-15,965.245849609375,1032.9633003715037,951.5281666575612,1027.7375163898605,44288251,970.7764195033482,912.0589018322173,-0.02528578699606776,0.34425017689570087
2020-10-16,982.0118408203124,989.3714435743124,955.3603655615958,970.1231617940635,18365685,978.3600202287946,917.2743210565476,0.017369658950331157,0.3555035783894575
2020-10-19,980.6181640625,992.027768583142,971.385969042699,988.5439133817964,12902123,982.3664289202009,922.0397309802827,-0.0014192056550440535,0.35456813688105754
2020-10-20,990.7215576171876,996.9924559378624,966.7700474330358,974.5216483564036,10448776,986.1862357003348,927.653308686756,0.010303086282668295,0.36134957572889387
